Sample,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19,Dim20,Dim21,Dim22,Dim23,Dim24,Dim25,Dim26,Dim27,Dim28,Dim29,Dim30,Dim31,Dim32,Dim33,Dim34,Dim35,Dim36,Dim37,Dim38,Dim39,Dim40,Dim41,Dim42,Dim43,Dim44,Dim45,Dim46,Dim47,Dim48,Dim49,Dim50,Dim51,Dim52,Dim53,Dim54,Dim55,Dim56,Dim57,Dim58,Dim59,Dim60,Dim61,Dim62,Dim63,Dim64,Standard_dev_1,Standard_dev_2,Standard_dev_3,Standard_dev_4,Standard_dev_5,Standard_dev_6,Standard_dev_7,Standard_dev_8,Standard_dev_9,Standard_dev_10,Standard_dev_11,Standard_dev_12,Standard_dev_13,Standard_dev_14,Standard_dev_15,Standard_dev_16,Standard_dev_17,Standard_dev_18,Standard_dev_19,Standard_dev_20,Standard_dev_21,Standard_dev_22,Standard_dev_23,Standard_dev_24,Standard_dev_25,Standard_dev_26,Standard_dev_27,Standard_dev_28,Standard_dev_29,Standard_dev_30,Standard_dev_31,Standard_dev_32,Standard_dev_33,Standard_dev_34,Standard_dev_35,Standard_dev_36,Standard_dev_37,Standard_dev_38,Standard_dev_39,Standard_dev_40,Standard_dev_41,Standard_dev_42,Standard_dev_43,Standard_dev_44,Standard_dev_45,Standard_dev_46,Standard_dev_47,Standard_dev_48,Standard_dev_49,Standard_dev_50,Standard_dev_51,Standard_dev_52,Standard_dev_53,Standard_dev_54,Standard_dev_55,Standard_dev_56,Standard_dev_57,Standard_dev_58,Standard_dev_59,Standard_dev_60,Standard_dev_61,Standard_dev_62,Standard_dev_63,Standard_dev_64
SPY231741,-3.0005617,8.961202,-4.3794565,-11.6832,11.915218,-10.835195,-1.8379239,-1.8656775,-3.3276172,-5.829049,8.230527,8.316885,9.887268,2.7053747,-16.587427,-5.3840127,-3.473589,2.8574052,0.75373626,-10.901523,-9.671622,-0.61635935,7.029359,6.2090592,3.8871415,-7.023314,-1.1105366,3.8967326,-1.691451,-7.9038587,-10.378806,-11.504904,-1.4703578,-28.020802,10.256169,0.76910657,4.534167,3.1943126,-9.045461,6.8811307,-9.798523,-3.2320693,-22.661016,-8.523046,-5.067713,11.1528015,2.796417,-25.37518,-12.326153,-15.144826,5.677241,13.260821,-29.238266,5.398875,3.6266725,-0.29808602,-14.925508,8.620106,15.602583,1.2813872,-35.40587,-12.888661,-9.189337,-5.774418,0.07917791,0.06487239,0.16035427,0.1622461,0.15599337,0.22842926,0.112505704,0.063093476,0.09758033,0.13709483,0.09660444,0.20489438,0.1148314,0.09246054,0.18798311,0.2306295,0.13451569,0.098043405,0.120514885,0.17375839,0.30406508,0.08986541,0.113960505,0.13653676,0.23641056,0.1865592,0.07350311,0.09148555,0.23231255,0.12063734,0.25147006,0.143074,0.06213403,0.21376288,0.18828693,0.20605318,0.09316025,0.1357371,0.30103254,0.15351498,0.29572973,0.10070717,0.20052578,0.16772042,0.17160027,0.18613355,0.09198864,0.21325079,0.21778357,0.12406245,0.10191859,0.13356028,0.38016638,0.09526588,0.12295977,0.23256569,0.2195611,0.0870579,0.13319556,0.14945842,0.24301355,0.09710851,0.072102755,0.16076656
SPY210678,-2.6516323,8.346587,-3.1397061,-12.35287,10.178032,-8.649808,-0.70095664,-1.5080938,-1.6431713,-6.9204206,7.8049126,11.361722,11.162293,3.8197615,-17.581617,-5.0630035,-5.574514,2.7199314,1.7084907,-11.495068,-8.355387,-1.4925379,7.4290624,6.16751,6.270649,-6.9968476,-0.7513935,3.369579,-2.3386536,-6.719087,-9.644979,-12.164494,-0.7001626,-30.081144,13.332227,3.007932,4.91874,5.260556,-9.190111,9.02242,-13.825694,-1.5463393,-24.742266,-9.405427,-5.1230674,11.130018,3.0712466,-27.451736,-13.381999,-14.647998,6.2333665,14.039804,-30.239534,5.72135,2.1255312,-2.9681633,-18.428331,9.259132,15.064549,1.6957886,-35.84453,-12.755278,-8.445178,-7.13893,0.0798625,0.1047842,0.1738686,0.1668597,0.1966275,0.2847478,0.07063606,0.045492776,0.1437553,0.09075597,0.089406826,0.1908434,0.07635625,0.08031699,0.22226542,0.24835593,0.12784402,0.09346368,0.1772225,0.17220943,0.2847535,0.07263485,0.06912636,0.14552255,0.156316,0.15299097,0.0801444,0.087082036,0.19393143,0.1438221,0.23538265,0.190176,0.05880547,0.24311344,0.16852127,0.13978237,0.08571909,0.13371609,0.2504831,0.14407155,0.3303302,0.119356245,0.22387145,0.11852163,0.14271672,0.16185601,0.055541564,0.21204092,0.22311462,0.1794936,0.10002326,0.08497643,0.40843183,0.111864515,0.09143094,0.26014066,0.20559986,0.09632995,0.14637773,0.121364675,0.3224821,0.14686169,0.10731822,0.11794505
SPY232831,-1.0364107,7.164902,-0.5154742,-9.589485,12.037772,-15.02586,0.7216799,-1.090562,-3.3850515,-5.1234393,7.84857,11.286782,10.703981,4.611816,-11.603267,-11.687501,-4.274486,3.6251707,-0.79785734,-11.881934,-2.0901773,-0.1685068,7.878338,2.156554,5.2199006,-8.826389,-2.9423976,6.339496,2.5254552,-5.917688,-13.7234955,-14.024621,-0.3502639,-27.571758,12.049321,3.8635619,2.8355134,3.467673,-14.586932,6.4941287,-4.1956863,-2.9379756,-19.365845,-12.558952,-9.147372,14.445079,4.009311,-27.560942,-17.033838,-14.788426,3.1949606,15.51615,-36.57079,3.1721601,3.2960696,3.9412482,-14.011292,7.519651,16.220093,-2.8377256,-32.81866,-13.768137,-8.934609,-9.235071,0.03160427,0.12285332,0.15796857,0.123172164,0.17039551,0.19269909,0.09055144,0.069136865,0.19145495,0.17910482,0.16169621,0.22595224,0.105260246,0.09776708,0.19439608,0.25045356,0.11997541,0.06987562,0.1571959,0.19244617,0.17957443,0.10571619,0.071087696,0.12086049,0.24328338,0.21686985,0.092705615,0.20346262,0.076665476,0.20879865,0.20000556,0.14767806,0.07283211,0.25315225,0.20806113,0.18285677,0.13004546,0.098133296,0.23125133,0.17210774,0.3440916,0.11386099,0.25898868,0.1796629,0.10012787,0.14238381,0.0812671,0.25209686,0.1887826,0.1541218,0.17175087,0.13652644,0.3502487,0.16355605,0.10863118,0.18876916,0.23392245,0.12622967,0.16073115,0.15333293,0.34660956,0.1288302,0.13691989,0.122582875
SPY231715,-2.6553981,9.772277,-3.5010931,-10.512109,14.022041,-12.692621,-1.9506401,-1.6576885,-3.9905672,-7.4926662,9.94226,7.5370097,10.677592,2.229979,-17.411688,-7.444845,-2.6975796,3.794716,0.21916127,-13.994409,-8.862908,-1.5190427,7.5661135,7.080755,6.4728923,-10.240923,-2.1240342,2.8247018,0.1708776,-10.382148,-14.26347,-13.447924,-1.1549264,-29.632969,11.340989,1.8384324,4.3933816,2.6180542,-12.734927,8.272398,-10.118289,-3.7414417,-24.13276,-10.199155,-6.278377,13.676387,4.182961,-27.195719,-15.136969,-17.651258,6.676748,13.996062,-33.093235,5.2483225,3.564219,-0.07792549,-17.23435,8.399431,16.247742,1.3306644,-39.845974,-14.402851,-10.386287,-6.9967527,0.0635119,0.1336458,0.13267861,0.17392078,0.3437758,0.27262035,0.11561078,0.06392807,0.1591641,0.079126306,0.15490556,0.30486354,0.1200068,0.14326473,0.2265677,0.23787826,0.18080564,0.090615116,0.16195507,0.20355564,0.2636897,0.08411319,0.07363036,0.19547346,0.16477023,0.23457912,0.14331721,0.093594365,0.23148607,0.26034218,0.3287447,0.17254253,0.057196688,0.2807262,0.15931898,0.16575032,0.09157645,0.14646542,0.2997761,0.10971226,0.28626496,0.14324343,0.26272684,0.1416345,0.14208443,0.20492114,0.09788938,0.24580109,0.216864,0.2549778,0.11977988,0.15255956,0.38620117,0.116797164,0.12416907,0.24024954,0.18407446,0.09822407,0.1585897,0.13515677,0.48716968,0.20663619,0.14516982,0.112320915
SPY210685,-0.89523107,7.3292804,-1.065096,-8.520033,11.980514,-14.721752,-0.19788057,-0.27228075,-3.2569978,-6.4670353,10.1479435,9.295374,10.688934,3.7116547,-12.383368,-10.40288,-3.0993211,3.3074574,0.85522676,-13.451817,-2.6333604,-2.3041408,7.300394,3.3641026,8.616384,-13.599259,-2.5994723,3.0050647,3.1153662,-9.3655815,-16.243513,-13.4033165,0.08919858,-26.086172,11.816076,5.6198597,1.7102526,2.4499238,-17.328306,6.845029,-6.161119,-3.2971184,-19.618656,-12.564452,-8.619983,15.915582,5.5213304,-25.210918,-16.796167,-15.357409,4.137181,14.817734,-33.44251,4.5016775,3.4762652,0.79627925,-16.549732,6.128756,14.642818,-1.1903363,-34.02262,-12.939887,-10.251922,-8.708439,0.042374734,0.09242364,0.23004723,0.15506686,0.1491203,0.21489589,0.138957,0.05550054,0.18481831,0.11567262,0.12743299,0.20767374,0.103757955,0.09607051,0.14072423,0.2880538,0.0883008,0.109662436,0.23418148,0.20750587,0.24020174,0.093452014,0.13457471,0.13469331,0.2352429,0.25382218,0.09912906,0.23249096,0.09864341,0.19981155,0.21114224,0.15730983,0.103032894,0.23962031,0.15458187,0.20378806,0.109771505,0.071263164,0.2139564,0.16746561,0.28878114,0.09160648,0.17419921,0.14491081,0.07402152,0.12649265,0.11294752,0.2349382,0.20125565,0.14070717,0.16103667,0.103772976,0.43050402,0.20733948,0.08347558,0.19826633,0.1763121,0.08604985,0.13156664,0.19528164,0.2689722,0.11823455,0.121972114,0.11283601
SPY211180,-0.69202644,5.395616,-0.18731129,-11.493179,13.039955,-14.548972,2.405198,-2.1184366,-1.4302672,-1.3296331,4.944445,15.971675,11.204883,6.3890605,-10.335501,-13.247386,-6.707398,2.2865252,-1.2808557,-9.527644,-1.185181,1.1351539,6.7623043,0.8940172,2.654241,-6.322114,-3.9392226,10.52043,0.7185695,-1.0071594,-11.8118105,-14.127129,0.7380061,-30.684523,14.081074,2.4332411,2.4361036,5.0723753,-11.623037,4.6694436,-2.481423,-2.0063913,-19.62365,-14.2192955,-11.22336,13.918592,2.8396916,-29.788124,-17.32423,-13.551992,0.16617876,18.249054,-38.268024,2.4197407,4.0895066,5.684389,-11.793691,7.8532305,17.121862,-3.7022362,-30.23479,-14.651672,-7.9637074,-11.064811,0.02979974,0.05430023,0.06392578,0.061314855,0.19134088,0.17478181,0.030173229,0.066638224,0.19038182,0.16067302,0.044480577,0.2838724,0.054430615,0.10023854,0.13708828,0.09378621,0.15586892,0.05041054,0.16078398,0.071422786,0.09373975,0.06948706,0.052865177,0.028462658,0.14070539,0.120140426,0.04325675,0.09675486,0.052940115,0.09832927,0.093938895,0.13547108,0.10555129,0.15258399,0.26139507,0.11946716,0.1161515,0.14725769,0.11981614,0.16953948,0.37020564,0.11062066,0.19462182,0.100384474,0.08005836,0.08410739,0.05085568,0.27332506,0.066864595,0.08093748,0.12661129,0.06469598,0.18317203,0.076907925,0.04666812,0.0993061,0.11015625,0.14184228,0.15587278,0.06312559,0.22634749,0.10033565,0.12596782,0.07732467
SPY210656,-3.2419996,9.729074,-4.3729014,-11.590382,13.31265,-10.801922,-2.3204563,-1.8395516,-3.6438453,-7.195569,9.19125,7.808753,10.572556,2.2032862,-18.578676,-5.599689,-2.9714017,3.3596916,0.8714011,-13.040566,-10.822862,-1.5555369,7.03235,7.806676,5.5523653,-8.67915,-1.4211166,2.881568,-1.7476919,-9.854638,-12.084977,-12.593007,-1.3772084,-30.267797,11.481978,1.2912676,4.976121,3.359697,-10.201453,8.347451,-12.1412325,-3.249535,-25.02775,-9.142799,-5.0338345,12.135439,3.5218515,-26.847158,-13.648276,-17.012457,7.105423,13.587792,-30.787895,5.6672792,3.3444917,-1.6050097,-17.478394,8.806558,15.6768055,2.3313305,-39.56301,-13.965049,-10.156789,-6.1941,0.060501117,0.12048506,0.1434082,0.17315082,0.31821325,0.29142857,0.121878214,0.0560408,0.15195115,0.111610346,0.15997495,0.26206502,0.090784125,0.1174749,0.16339411,0.25525713,0.17048913,0.117025524,0.18091644,0.23451325,0.24434619,0.07406832,0.10571579,0.15223427,0.1804993,0.22055905,0.14702024,0.077580266,0.24937238,0.23356481,0.364453,0.19681661,0.041734826,0.21221024,0.1564852,0.19972453,0.07084533,0.1523056,0.31770295,0.12558758,0.28889892,0.15180807,0.19438046,0.14609984,0.15947145,0.21809413,0.08309628,0.19307247,0.24487433,0.26526904,0.1077024,0.09645418,0.4361706,0.09308657,0.13825291,0.26203588,0.18826345,0.06523201,0.13917935,0.12594624,0.4539573,0.19986746,0.12699282,0.122659504
SPY231673,-2.5350857,12.640917,-2.572514,-8.406228,22.276896,-16.128847,-3.7823973,-3.2635622,-5.7936625,-7.0676064,13.177634,2.8785102,11.608861,-0.25212017,-22.583597,-10.991639,-0.85830724,4.728064,-1.4416459,-17.25953,-11.561191,-2.2687604,6.4309263,11.215133,6.713054,-14.029746,-5.183252,1.7316465,3.5025368,-15.37171,-20.795013,-17.35345,-1.3548911,-35.022728,11.996488,-1.0392438,5.6639504,1.388917,-16.350023,9.328085,-9.601748,-6.962574,-29.840433,-11.35462,-7.769825,16.296146,5.7080326,-30.39161,-18.92324,-23.648228,9.181156,13.664605,-38.82682,4.8898263,7.115346,2.7384112,-18.591545,9.159045,17.73171,2.4568784,-51.94382,-19.776499,-13.1912565,-7.3431263,0.025956774,0.06665075,0.07007048,0.10285237,0.19560346,0.08935941,0.07754446,0.04952333,0.047450252,0.073926024,0.06788112,0.1549881,0.060566083,0.080053635,0.13357876,0.10808873,0.07406733,0.043815408,0.07845549,0.07519965,0.14301679,0.044419955,0.0906755,0.112417,0.093868546,0.1047339,0.07203226,0.05868384,0.11350949,0.0979223,0.1396462,0.08173404,0.038839575,0.12904526,0.046741694,0.14835599,0.043002844,0.046711877,0.10848164,0.051162865,0.09877109,0.07876526,0.14321952,0.069756255,0.057027284,0.071112126,0.04483481,0.11180371,0.08938825,0.12731141,0.06521832,0.09061144,0.16399778,0.061299294,0.11657357,0.096917085,0.074957535,0.04979666,0.07570952,0.09072504,0.26638913,0.11913576,0.053937327,0.047316782
SPY201180,-1.5483625,7.913584,-2.9835913,-15.47725,13.906303,-13.219312,2.060338,-2.7356205,2.4571877,-7.06309,9.323642,21.958342,16.691933,7.6447277,-19.544977,-10.739173,-11.001309,2.1769521,4.934893,-14.006302,-5.304415,-1.6994203,8.579583,4.887795,9.529793,-10.701366,-3.8139923,5.808265,1.4009739,-6.90353,-15.050188,-17.854527,2.5829496,-38.569546,21.405014,3.6244009,4.7858434,7.756385,-15.486482,10.0569725,-15.666688,-1.7048962,-31.287737,-15.806818,-11.677012,17.628098,5.29984,-38.677166,-20.133821,-17.536728,5.1191077,21.594786,-43.003258,8.787392,4.396219,1.4596039,-21.811285,12.369469,22.258366,-0.73302096,-43.517696,-18.195913,-10.513397,-12.835148,0.043748546,0.06293759,0.124363095,0.15683918,0.12703063,0.21132787,0.06594106,0.05987305,0.15400721,0.09320983,0.09307932,0.26090136,0.12811825,0.071399346,0.19798918,0.1719639,0.16777584,0.06901898,0.16720012,0.12584299,0.17705818,0.10234132,0.06539193,0.110213496,0.17470674,0.19876744,0.04624698,0.12745608,0.17937881,0.15250675,0.1531973,0.100932255,0.092763215,0.2574324,0.21697043,0.10839293,0.09805635,0.14454262,0.2160212,0.08369608,0.32962134,0.08692973,0.2574688,0.12723146,0.13093214,0.17502837,0.07420624,0.2284225,0.12912703,0.10474879,0.07310908,0.14990833,0.26441187,0.15112896,0.07483859,0.23440383,0.18587437,0.11479554,0.1446837,0.118569255,0.23697643,0.10990239,0.08354369,0.10984636
SPY231776,-1.8647939,10.707356,0.36781353,-12.088403,19.353313,-18.314878,1.307706,-3.4859374,-3.5429914,-7.0729523,9.659428,14.374456,15.447241,5.631782,-20.195778,-15.935203,-7.8229275,5.069203,-1.8011137,-17.343254,-4.2738605,1.1814672,9.901337,5.243254,5.8644156,-8.156085,-5.500803,8.504395,3.6345694,-7.680037,-17.826273,-21.07838,-0.26872325,-41.578552,17.921932,2.656913,6.8585253,6.1701775,-16.91037,11.362081,-9.76938,-3.719315,-31.378288,-15.692447,-11.708533,17.661678,4.18328,-41.331318,-23.669043,-21.723568,6.396387,20.595963,-52.29133,4.765939,4.242283,6.7280297,-20.645666,13.035999,23.084589,-2.7273214,-49.301315,-20.984062,-11.4373,-12.864803,0.023660507,0.043183737,0.052848496,0.0508143,0.10133299,0.10357471,0.03869144,0.032598834,0.0652149,0.03736478,0.041863684,0.09726846,0.05636029,0.047951795,0.07333437,0.09830527,0.05498134,0.029826345,0.053963847,0.04115975,0.07587544,0.042668484,0.023037754,0.040998343,0.05979034,0.07210509,0.042480443,0.08365073,0.038715176,0.06908015,0.090713255,0.070917904,0.031690568,0.14000814,0.06877848,0.06351619,0.044981793,0.051902466,0.0952931,0.031545524,0.09128938,0.052549504,0.09435829,0.07215912,0.049409784,0.06308474,0.024923159,0.13131933,0.0975794,0.077341504,0.039252095,0.06968035,0.19692753,0.054591797,0.037536893,0.08878454,0.05197223,0.05403856,0.073476546,0.061291452,0.13991919,0.07274232,0.05834682,0.051316388
SPY231790,-1.1350126,7.5893006,-2.2099442,-10.198105,13.733835,-16.043068,-0.5707104,-1.984865,-4.096166,-3.8750765,7.8788385,8.887934,10.640399,3.5757692,-13.038384,-11.211004,-3.3906264,3.6331933,-0.44542462,-10.4091,-5.059039,0.6236416,7.0307446,2.2604394,2.6481702,-9.431059,-3.0349255,5.803785,2.4651418,-6.9165654,-14.422107,-12.888563,-1.1598464,-26.916168,9.375005,1.5065223,2.3209233,2.2821176,-14.3107,4.664662,-1.6935107,-4.9479446,-18.424236,-11.895866,-8.829735,14.502569,3.5171041,-26.068325,-15.465362,-14.846281,2.7137048,14.570071,-34.552616,4.28461,5.0184045,5.7521696,-12.297728,7.6636596,16.473598,-3.6305413,-33.439194,-13.780009,-9.833271,-7.7539186,0.042826682,0.1603973,0.1387872,0.07562737,0.1560567,0.13791233,0.13484687,0.06635499,0.119701914,0.17460008,0.16349474,0.18625529,0.0731546,0.104203515,0.24641728,0.2097019,0.086798474,0.06976138,0.13137037,0.19426768,0.18814255,0.085370645,0.044224456,0.17749184,0.19292665,0.16549012,0.053701743,0.22948854,0.087533824,0.22063331,0.19285196,0.11387855,0.04968757,0.19742554,0.1038798,0.19349195,0.11357103,0.08490671,0.18061401,0.11929726,0.29113916,0.08347223,0.23062769,0.2147009,0.06996082,0.102868766,0.05669674,0.16671544,0.14351135,0.16679795,0.19667849,0.098238915,0.27152422,0.14350778,0.06833867,0.1147599,0.16033979,0.09742446,0.13616203,0.1797358,0.40019503,0.12493199,0.10619406,0.1258535
SPY212768,-1.1769853,6.178204,-2.2178714,-11.39071,8.780587,-10.790224,0.8429026,-1.0541395,0.3025329,-5.120612,7.403562,14.710172,10.880306,5.6842976,-12.303058,-7.515149,-6.2824163,1.7772791,2.757084,-9.797195,-3.3956883,-1.2038447,7.368435,2.4763718,6.7274175,-8.575277,-1.3212107,4.249057,0.8310722,-4.7965217,-10.567272,-11.993326,0.6825557,-25.768068,13.840685,3.6139166,2.482049,4.596049,-11.784089,6.414728,-8.706488,-1.5134016,-20.006954,-11.0237255,-8.263658,12.782752,3.967345,-26.061447,-14.069268,-12.274543,3.2272265,15.168632,-30.33909,5.531541,3.0564778,0.51981944,-14.844604,7.8813796,15.768016,-0.88724965,-29.676817,-12.069127,-7.501681,-8.6203165,0.095282376,0.04926132,0.15809251,0.20289342,0.19792782,0.4031293,0.041657627,0.04292795,0.14853947,0.13229969,0.09684187,0.13605866,0.06251151,0.059314024,0.3415581,0.39163938,0.16738501,0.09448559,0.20828639,0.1773678,0.34040043,0.118209,0.043273035,0.22218047,0.14903566,0.19643496,0.11873798,0.20504628,0.3371307,0.13110016,0.29238603,0.17852667,0.029643007,0.21896128,0.12664835,0.09619646,0.12969737,0.14961398,0.32182083,0.19147125,0.59325284,0.120745726,0.31224552,0.19131777,0.25370854,0.21114385,0.100547425,0.15914078,0.26208395,0.14869368,0.1639926,0.10117386,0.4756103,0.1878448,0.08048234,0.46158093,0.29595202,0.12503663,0.112790406,0.2632371,0.22169068,0.12105125,0.07852673,0.16744296
SPY231700,-1.5169002,9.190572,-2.005481,-9.553151,15.383213,-16.268728,-1.1005504,-2.1729193,-4.7062654,-5.3794556,9.201204,7.534447,10.898203,2.678551,-15.230108,-11.321856,-2.9187067,4.241496,-0.9673373,-12.542924,-5.900602,0.3657937,7.521721,4.14282,3.861298,-9.859712,-3.414551,4.9429307,2.948848,-8.647931,-15.721754,-14.141655,-1.5324008,-28.717981,10.21236,1.2770507,3.7327106,2.1144867,-14.857508,6.1792474,-3.7583477,-5.1395893,-21.272549,-11.40319,-8.556757,14.670179,3.8005118,-27.655422,-16.624233,-16.843834,4.4950223,14.371335,-36.550617,4.294045,4.9165864,5.1410713,-14.032044,8.370058,17.177097,-2.387988,-37.785038,-15.228509,-10.364463,-7.6486998,0.07512285,0.17542392,0.11577174,0.08045935,0.22851633,0.19775143,0.11977615,0.060283143,0.116342865,0.16074307,0.19872916,0.2406484,0.08476994,0.14432389,0.31162956,0.23154402,0.107379556,0.07909818,0.09359571,0.2037313,0.2420854,0.10734106,0.058102824,0.27294323,0.20582277,0.22305529,0.0680252,0.19256479,0.11140493,0.26775298,0.22179696,0.115750834,0.07176478,0.21580738,0.15185131,0.15011568,0.15702805,0.086690724,0.21834904,0.15274854,0.37610498,0.114217356,0.349587,0.17199937,0.12685198,0.13659811,0.06859577,0.16046043,0.12396317,0.22530551,0.21992798,0.10760403,0.23149124,0.10858289,0.10604748,0.2276509,0.21655628,0.103108056,0.11565641,0.2539359,0.5059477,0.14438134,0.112716705,0.09938125
SPY210672,-1.9014349,7.666925,-4.728051,-10.479568,10.8784,-10.162975,-1.6119647,-0.79268676,-1.7020886,-6.5968604,9.567161,9.593463,9.932223,3.7224057,-15.808802,-5.0674105,-2.9615593,1.5337394,3.5760884,-12.68369,-8.532438,-3.0142353,6.0929947,5.662845,8.250707,-12.226786,-0.8389344,1.0610524,-1.3243865,-9.642557,-13.120281,-11.381654,0.099384576,-26.303612,12.026648,2.739687,2.8653452,3.2479668,-12.371489,7.172339,-11.748048,-2.691213,-21.770178,-9.594852,-5.6688137,13.206804,4.731631,-23.80744,-13.63463,-15.210233,6.119121,13.680518,-27.400814,6.6340947,2.9785957,-2.9016573,-17.28868,6.8592496,14.364831,1.9117196,-35.000275,-11.960383,-9.840007,-6.4374204,0.07483768,0.087734744,0.15868053,0.18874042,0.168898,0.20183764,0.07573674,0.049593866,0.11738869,0.09973514,0.13174133,0.14549881,0.12613918,0.08215968,0.1690597,0.18655811,0.12621775,0.17257789,0.22270633,0.19386795,0.22281305,0.10142111,0.17970952,0.09937244,0.2358,0.3559954,0.0831869,0.18028831,0.21072818,0.19727139,0.32250008,0.14276834,0.14319335,0.23428869,0.13946106,0.15698746,0.12258696,0.08828743,0.31957743,0.1371136,0.22595988,0.087825865,0.17993654,0.13923974,0.14069054,0.22700702,0.17353688,0.24309386,0.19481938,0.14244518,0.08182226,0.081239104,0.32017666,0.10313593,0.08616922,0.1817071,0.16962108,0.11971852,0.13175736,0.094065726,0.24125868,0.09880027,0.10814664,0.11792077
SPY210719,-1.9633726,7.369806,-4.9257026,-11.266151,10.324825,-9.682178,-1.0782635,-0.83186823,-0.8945453,-6.6014447,9.279626,11.111775,10.48198,4.2917004,-16.00765,-4.8093243,-3.759569,1.2434433,4.4539475,-12.427849,-8.474363,-3.122905,6.223447,5.519327,8.666938,-12.166107,-0.6628054,1.005391,-1.4709845,-9.2376585,-12.736839,-11.253919,0.5127897,-26.714106,12.8905525,3.0222526,2.7440627,3.76192,-12.4410925,7.2763057,-12.803037,-2.307541,-22.120783,-9.909203,-5.9763865,13.33564,4.7943773,-24.46365,-13.657754,-14.777983,5.9200506,14.253314,-27.443497,7.281966,2.7869925,-3.3608937,-17.878302,7.317241,14.5281725,1.8546991,-34.607574,-11.861594,-9.689553,-6.680748,0.07500062,0.07429408,0.17654647,0.23621252,0.1797937,0.29218823,0.10013555,0.05011172,0.14101027,0.091350116,0.16343291,0.2483168,0.1218342,0.08096943,0.23605755,0.23961166,0.18355016,0.13343677,0.21097073,0.19816849,0.2898762,0.07627531,0.14356853,0.11401581,0.20823675,0.33749768,0.08641142,0.13903438,0.2847656,0.21319143,0.34986815,0.15669286,0.114469066,0.23131509,0.18266787,0.16171014,0.124850035,0.15268482,0.36032385,0.12556659,0.36860237,0.11223436,0.21300584,0.16535209,0.17953773,0.27431712,0.15162085,0.1996399,0.22487348,0.15376998,0.07894434,0.100683585,0.32030037,0.119649895,0.09247776,0.25574833,0.18370958,0.14329416,0.12589562,0.110176176,0.21429582,0.088424325,0.10974547,0.13348168
SPY231767,-2.2906246,9.780492,-4.4505625,-10.472593,15.528731,-13.843989,-2.6530268,-1.9395896,-3.7478957,-6.791788,11.051601,7.20694,10.754115,2.147141,-17.785744,-7.61979,-2.0605726,3.3492265,1.2432014,-14.263539,-9.766828,-2.0322826,6.85466,7.42805,6.549541,-12.51791,-2.7770448,2.2509959,0.5964851,-11.811225,-16.119118,-13.652608,-0.67293596,-29.520315,11.019224,0.6152281,3.8515658,1.9762363,-14.172733,7.308602,-9.324887,-4.807848,-24.47214,-10.459432,-6.8823547,14.884959,4.801646,-27.039139,-15.671147,-18.600342,6.6753955,14.330599,-32.9023,6.0751724,4.9712076,0.8857626,-16.817959,7.9107356,16.991663,1.4144503,-41.645576,-15.087651,-11.433972,-6.7399874,0.08918571,0.13439606,0.11419909,0.16553731,0.25529006,0.18248561,0.119053446,0.07883067,0.12231031,0.09421162,0.12890574,0.25785413,0.14544532,0.114980035,0.19392279,0.18239959,0.16626827,0.118144535,0.17315178,0.17836554,0.22510995,0.14339976,0.13869572,0.16610254,0.2550968,0.31641358,0.09839363,0.1777913,0.17020221,0.18968983,0.2643192,0.15434398,0.0911552,0.29504964,0.13919103,0.20314172,0.1362697,0.074200116,0.27110127,0.1182915,0.16234747,0.10467901,0.23189965,0.16519165,0.1143867,0.18435958,0.12439311,0.29659322,0.18718435,0.19192061,0.10698578,0.16744494,0.4071594,0.09519458,0.12001076,0.19620077,0.177559,0.15837252,0.1765224,0.12415345,0.40724877,0.18170723,0.09512711,0.11353589
SPY211051,-1.0017608,6.6736345,-0.6194051,-11.635506,9.645458,-9.985023,1.56851,-1.3056384,1.2886828,-7.3233476,7.8972864,17.329668,12.892091,6.20239,-15.850874,-8.70763,-8.402087,2.1975307,2.6188216,-12.423838,-2.8602414,-1.6547631,7.9139266,3.925034,9.419759,-9.244277,-2.2198274,4.0090475,0.68707407,-5.0950136,-11.970243,-15.010653,1.4608419,-31.651524,18.039143,5.2950478,4.3678656,7.145486,-13.225259,9.737927,-13.921602,-0.17125244,-25.622986,-12.218667,-8.85066,13.734543,4.56296,-31.151093,-17.592577,-14.4202795,5.0477743,16.52509,-35.9044,5.4330225,2.1413321,-1.1189173,-19.870373,9.468976,16.865088,-0.27397186,-35.746174,-14.426419,-7.7206,-10.501373,0.06350408,0.094920576,0.17850687,0.18215017,0.19706194,0.27198842,0.07417969,0.056931634,0.16205624,0.085206054,0.12834404,0.26744443,0.14730687,0.08056256,0.21518308,0.252079,0.16191603,0.071253754,0.18455692,0.18528038,0.2341937,0.08227156,0.051409394,0.1270831,0.14005305,0.20382644,0.08859858,0.14379102,0.17496495,0.18225726,0.2451731,0.1948341,0.08916691,0.28111255,0.21035852,0.098351054,0.085581884,0.14864871,0.2610407,0.11055087,0.31425107,0.1286427,0.2593989,0.18129295,0.15442409,0.22662024,0.073995754,0.31069386,0.23651922,0.18967576,0.08360145,0.18670052,0.44514877,0.19608738,0.082930684,0.25182864,0.18333232,0.11988328,0.2093719,0.14120734,0.3462875,0.16092789,0.14701828,0.15818428
